url,text,source_page,depth,domain
https://x.com/TEPAV,tepav,https://www.tepav.org.tr/tr,1,x.com
https://facebook.com/tepav,tepav,https://www.tepav.org.tr/tr,1,facebook.com
https://bsky.app/profile/tepav.bsky.social,tepav,https://www.tepav.org.tr/tr,1,bsky.app
https://linkedin.com/company/tepav-economic-policy-research-institute-/,tepav,https://www.tepav.org.tr/tr,1,linkedin.com
https://open.spotify.com/show/7reqp89ykAtfC0kfQw9Slp,Daha fazlası için TEPAV Spotify Hesabımızı takip e,https://www.tepav.org.tr/tr,1,open.spotify.com
https://youtube.com/user/TheTepav,,https://www.tepav.org.tr/tr,1,youtube.com
https://www.tepav-he.org,TEPAV birçok alanda projeler yürütürken sağlık ala,https://www.tepav.org.tr/tr,1,www.tepav-he.org
https://girisimcikadingucu.tobb.org.tr,"Türkiye'nin Girişimci Kadın Gücü Yarışması, TOBB K",https://www.tepav.org.tr/tr,1,girisimcikadingucu.tobb.org.tr
https://turkiye100.tobb.org.tr/index.html,TOBB'un öncülüğünde TEPAV ve TOBB-ETÜ'nün yürütece,https://www.tepav.org.tr/tr,1,turkiye100.tobb.org.tr
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1581330901-0.TEPAV_Brexit_Raporu.pdf,tıklayınız.,https://www.tepav.org.tr/calismalarimiz/s/406,2,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1759293389559-0.TEPAV_Gda_Fiyat_EndeksiEylul_2025.pdf,TEPAV Gıda Fiyat Endeksi (TEGE) - Eylül 2025,https://www.tepav.org.tr/haberler/s/11050,2,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1759207218365-0.Yeni_tarife_savaslarnn_potansiyel_etkileri_turkiye_motorlu_tastlar_sektoru_etki_analizi.pdf,Tarife savaşlarının ticaret kompozisyonuna yansıma,https://www.tepav.org.tr/haberler/s/11049,2,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1759138657343-0.Erdogan_trump_gorusmesi_halkbank_davasna_yansr_m.pdf,"Erdoğan – Trump görüşmesi, Halkbank davasına yansı",https://www.tepav.org.tr/haberler/s/11047,2,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1758859791711-0.TEPAV_Perakende_Guven_Endeksi202508.pdf,TEPAV Perakende Güven Endeksi - Ağustos 2025,https://www.tepav.org.tr/haberler/s/11046,2,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1758859791711-1.TEPAVPerakendeAnketiTanimveSonuclari202508.xlsx,TEPAV Perakende Güven Endeksi - Ağustos 2025,https://www.tepav.org.tr/haberler/s/11046,2,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1759153858837-1.Komisyon_haber.pdf,tıklayınız.,https://www.tepav.org.tr/haberler/s/11045,2,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1758787154488-0.Cin_Golgesinde_Turkiyenin_Ihracat_Mucadelesi.pdf,Çin gölgesinde Türkiye’nin ihracat mücadelesi,https://www.tepav.org.tr/haberler/s/11044,2,tepav.s3.eu-west-1.amazonaws.com
https://haber.tobb.org.tr/galeri//20250922TR100/,buradan,https://www.tepav.org.tr/haberler/s/11043,2,haber.tobb.org.tr
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1758717046381-1.TR100.pdf,buradan,https://www.tepav.org.tr/haberler/s/11043,2,tepav.s3.eu-west-1.amazonaws.com
https://www.ekonomim.com/kose-yazisi/likidite-fazlasina-o-kadar-da-takilmamak-lazim/845905,Bu köşe yazısı 30.09.2025 tarihinde Nasıl Bir Ekon,https://www.tepav.org.tr/blog/s/7659,2,www.ekonomim.com
https://www.ekonomim.com/kose-yazisi/uluslararasi-gundem-ve-ekonomiye-yansimalari/845317,Bu köşe yazısı 26.09.2025 tarihinde Nasıl Bir Ekon,https://www.tepav.org.tr/blog/s/7658,2,www.ekonomim.com
https://www.ekonomim.com/kose-yazisi/reel-sektore-iliskin-veriler-karmasik-2/845080,Bu köşe yazısı 25.09.2025 tarihinde Nasıl Bir Ekon,https://www.tepav.org.tr/blog/s/7657,2,www.ekonomim.com
https://form.jotform.com/252431425138956,tıklayınız.,https://www.tepav.org.tr/takvim/s/377,2,form.jotform.com
https://form.jotform.com/250981153314958,tıklayınız,https://www.tepav.org.tr/takvim/s/374,2,form.jotform.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1736160913230-0.Hzlanan_Enflasyon_Yetersiz_Asgari_Ucret_Zamlar_ve_Artan_Gelir_Esitsizligi.pdf,tıklayınız.,https://www.tepav.org.tr/tr/calismalarimiz/s/483,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/mce/2024/turkiyede_maas_ve_ucretlerin_asgari_ucrete_yakinsamasi.pdf,tıklayınız,https://www.tepav.org.tr/tr/calismalarimiz/s/479,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/mce/2024/turkiyede_asgari_ucret_uygulamasi.pdf,tıklayınız.,https://www.tepav.org.tr/tr/calismalarimiz/s/478,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/mce/2021/tartisma_tebligleri_serisi/covid19_ile_mucadele_surecinde_yerel_yonetimlerin_genel_gorunumu.pdf,tıklayınız.,https://www.tepav.org.tr/tr/calismalarimiz/s/415,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/mce/2020/tarisma_tebligleri/covid19_salginina_karsi_kapanmanin_turkiye_ekonomisine_maliyetinin_yenilikci_bir_arz_yonlu_girdicikti_yaklasimiyla_kestirimi.pdf,tıklayınız.,https://www.tepav.org.tr/tr/calismalarimiz/s/414,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/mce/2020/tarisma_tebligleri/paving_the_way_for_an_economic_crisis_with_high_leverage_and_currency_mismatches_201819_crisis_in_turkey.pdf,tıklayınız.,https://www.tepav.org.tr/tr/calismalarimiz/s/413,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/mce/2020/tarisma_tebligleri/verimlilik_etkinlik_ve_tutumluluk_ilkeleri_baglaminda_sayistayin_buyuksehir_belediyeleri_uzerindeki_performans_denetimi.pdf,tıklayınız.,https://www.tepav.org.tr/tr/calismalarimiz/s/411,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/mce/2020/tarisma_tebligleri/covid19_kuresel_salgininin_turkiye_cds_primlerine_ve_bist_100_endeksine_etkisi.pdf,tıklayınız.,https://www.tepav.org.tr/tr/calismalarimiz/s/409,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/mce/2019/tartisma_tebligleri_serisi/wp201901_fatih_ozatay.pdf,tıklayınız.,https://www.tepav.org.tr/tr/calismalarimiz/s/404,3,tepav.s3.eu-west-1.amazonaws.com
https://tobb.org.tr,,https://www.tepav.org.tr/brexit/,3,tobb.org.tr
https://tepav.s3.eu-west-1.amazonaws.com/brexit/TEPAV_Brexit_Rapor_Metodoloji_v4.pdf,tıklayınız,https://www.tepav.org.tr/brexit/,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/brexit/TEPAV_BREXIT_13102020_v5.pdf,tıklayınız,https://www.tepav.org.tr/brexit/,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1758689940153-0.TEPAV_Istihdam_Izleme_Bulteni_Haziran_2025.pdf,TEPAV İstihdam İzleme Bülteni – Haziran 2025,https://www.tepav.org.tr/haberler/s//11041,3,tepav.s3.eu-west-1.amazonaws.com
https://www.ekonomim.com/kose-yazisi/amerikadan-turkiyeye-para-politikasi/844027,Bu köşe yazısı 19.09.2025 tarihinde Nasıl Bir Ekon,https://www.tepav.org.tr/blog/s/7655,3,www.ekonomim.com
https://www.ekonomim.com/kose-yazisi/bu-kosullar-altinda-ve-bu-programla-sonuc-almak-zor/843776,Bu köşe yazısı 18.09.2025 tarihinde Nasıl Bir Ekon,https://www.tepav.org.tr/blog/s/7654,3,www.ekonomim.com
https://www.ekonomim.com/kose-yazisi/reel-sektore-iliskin-veriler-karmasik/843267,Bu köşe yazısı 16.09.2025 tarihinde Nasıl Bir Ekon,https://www.tepav.org.tr/blog/s/7653,3,www.ekonomim.com
https://www.ekonomim.com/kose-yazisi/eylulde-faiz-indi-sonrakiler-ise-supheli/842571,Bu köşe yazısı 12.09.2025 tarihinde Nasıl Bir Ekon,https://www.tepav.org.tr/blog/s/7651,3,www.ekonomim.com
https://www.ekonomim.com/kose-yazisi/faizi-simdi-dusurmek-riskli/842345,Bu köşe yazısı 11.09.2025 tarihinde Nasıl Bir Ekon,https://www.tepav.org.tr/blog/s/7650,3,www.ekonomim.com
https://turkiyeyayini.com/hayaller-ger%C3%A7ek-olsa-3ea6cc9a1e51,buradan,https://www.tepav.org.tr/blog/s/7649,3,turkiyeyayini.com
https://medium.com/ekonomi-ve-finans-notlar%C4%B1/ovp-2026-2028-nereye-4ce4dbb35e5f,Bu köşe yazısı 10.09.2025 tarihinde Medium'da yayı,https://www.tepav.org.tr/blog/s/7649,3,medium.com
https://www.ekonomim.com/kose-yazisi/kuru-baskilamak/844614,Bu köşe yazısı 23.09.2025 tarihinde Nasıl Bir Ekon,https://www.tepav.org.tr/blog/s//7656,3,www.ekonomim.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1758514634949-0.Erdogan_ve_Tumpn_beyaz_saray_gorusmesi_oncesi_BM_genel_kurulunda_Israil_snav.pdf,-Erdogan ve Tumpn beyaz saray gorusmesi oncesi BM ,https://www.tepav.org.tr/yayin/s/2120,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1757998323052-0.Dogu_Anadoluda_Turizme_Dayal_Bolgesel_Kalknma_Stratejisi.pdf,-Dogu Anadoluda Turizme Dayal Bolgesel Kalknma Str,https://www.tepav.org.tr/yayin/s/2119,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1757919845836-0.Charlie_Kirk_Suikasti_Amerikan_Demokrasisinin_Gucunu_Sorgulatyor.pdf,-Charlie Kirk Suikasti Amerikan Demokrasisinin Guc,https://www.tepav.org.tr/yayin/s/2118,3,tepav.s3.eu-west-1.amazonaws.com
https://tepav.s3.eu-west-1.amazonaws.com/upload/files/1757396471405-0.PPK_Degerlendirme_NotuEylul2025.pdf,-PPK Degerlendirme NotuEylul2025,https://www.tepav.org.tr/yayin/s/2115,3,tepav.s3.eu-west-1.amazonaws.com
